document_id,coherence_relation,verb,coreference_type,context,pronominalization,12person,proAntecedent,subj_antecedent_type,subject_or_not,non_subject_or_not
mz/sinorama/10/ectb_1069,contrast,be,non_subject,"This is particularly the case for men , who generally find it difficult to talk about their feelings .//But by keeping everything inside , they may cause irreparable harm to their health .",pronoun,non_subject,non_subject,non_pronoun,not_subject,non_subject
mz/sinorama/10/ectb_1069,contrast,continue,subject,"When the doubts come , some people continue trying to find answers from outside , thinking that everything would be fine if they could just change jobs or wives !//But then they rashly switch jobs or foolishly get involved in an affair only to find that they 've just made things worse .",pronoun,False,non pronoun,non_pronoun,subject,not_non_subject
mz/sinorama/10/ectb_1059,contrast,remember,other,"Old folk in the South remember when wax apples were "" just something to munch on "" - the kind of fruit that grew freely and that you could help yourself to .//But wax apples have increased in value during the past 30 years , thanks to advances in the way that they are grown .",non pronoun,other,other,non_pronoun,not_subject,not_non_subject
mz/sinorama/10/ectb_1059,contrast,rise,subject,Linpien rose to prominence on the strength of its celebrated wax apples .//But can it now push its way to center - stage as a tourist attraction ?,pronoun,False,non pronoun,non_pronoun,subject,not_non_subject
mz/sinorama/10/ectb_1009,contrast,recall,non_subject,"Andrew Yeh recalls that when the company first set up in Dongguan in 1990 , "" Even screws had to be brought in from Taiwan . ""//But now the company sources virtually all of the necessary raw materials and parts on the mainland and is reliant for very little on Taiwan .",non pronoun,non_subject,non_subject,non_pronoun,not_subject,non_subject
bc/cctv/00/cctv_0005,contrast,be,other,"Hence , at that time , before 6:30 a .m . today , before our live broadcast , we moved the broadcast forward , and before the live broadcast we were very worried .//However , actually after the entire day today , I came here right after ending the live broadcast this evening to continue with the live broadcast here , in fact , in Beijing today people indeed experienced an extremely high volume of traffic flow on the roads surrounding the section under traffic control , and indeed there was a very big traffic jam .",non pronoun,other,other,first_second_pronoun,not_subject,not_non_subject
bc/cctv/00/cctv_0005,contrast,think,subject,"I think that this mentality in facing emergencies , in one respect shows a great change of mentality that Beijing citizens now have after enduring several tests in the past , and a kind of calmness and maturity after having experienced frustrations .//On the other hand , I think it can also fully show the level of people 's satisfaction with emergency mechanisms of the operational departments of the government in handling this incident .",pronoun,True,pronoun,first_second_pronoun,subject,not_non_subject
bc/cctv/00/cctv_0005,contrast,be,non_subject,"Traffic was the first thing to be impacted when this , cave - in accident occurred .//However , this accident actually involved many underground pipes , such as sewage pipes , ah , or water , ah , and gas , ah , pipes , that affect the lives of citizens in many other aspects .",non pronoun,non_subject,non_subject,non_pronoun,not_subject,non_subject
bc/cctv/00/cctv_0005,contrast,be,other,"The critical thing is --//But the critical thing is how emergency plans are activated after the occurrence of such accidents , and for a city , this is a test of its response capabilities .",non pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/cctv/00/cctv_0005,contrast,be,other,"For instance , regarding information disclosure , well , our speed of information disclosure this time was very fast .//However , we still have a lot of work to do in making the information disclosure , er , system more standardized , that is , to really implement a system of levels of responsibility .",pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/phoenix/00/phoenix_0003,contrast,work,other,"Originally , they work in the city out of the hope that their children can receive a better education .//However , adolescent children need the loving care and guidance of their parents even more .",non pronoun,other,other,other_pronoun,not_subject,not_non_subject
bc/phoenix/00/phoenix_0003,contrast,want,other,"He does not want to go to school now .//However , in his example , I could imagine what went through his father 's mind at that time .",pronoun,other,other,other_pronoun,not_subject,not_non_subject
bc/phoenix/00/phoenix_0003,contrast,tell,other,"He had told her not to do that before .//However , I said that sometimes it is very difficult to ask children to have self control .",pronoun,other,other,other_pronoun,not_subject,not_non_subject
bc/phoenix/00/phoenix_0003,contrast,find,other,"Our study found that um , um , the principal means of contact between the left - behind children and their parents was through the telephone .//However , contrary to our belief that they could talk on the phone for a long time when they called , approximately 50 percent of the left - behind children we surveyed talked on the phone with their parents for three minutes or so .",non pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/phoenix/00/phoenix_0003,contrast,know,other,"We know that sometimes when we talk on the phone , even a pause is a need for emotional exchange .//However , the parents may not have realized this .",non pronoun,other,other,first_second_pronoun,not_subject,not_non_subject
bc/phoenix/00/phoenix_0003,contrast,tell,subject,", many left - behind children told us that they especially wanted to call their parents on the phone .//However , um , they considered that um , one thing , sometimes they did not have a telephone at home .",pronoun,False,non pronoun,non_pronoun,subject,not_non_subject
bc/phoenix/00/phoenix_0003,contrast,want,other,"In regard to this , first , , children all want their parents to come back to live with them .//However , 51 percent of the children we surveyed were unwilling to go to the city with their parents , go to the city , to live in the city .",non pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/phoenix/00/phoenix_0003,contrast,be,other,"However , 51 percent of the children we surveyed were unwilling to go to the city with their parents , go to the city , to live in the city .//However , they all wanted their parents to come back , but half of the children did not want to go to the city .",non pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/phoenix/00/phoenix_0003,contrast,want,other,"All parents , I can say the majority of the parents , definitely want to live with their children .//However , with the reality that they have to face , I believe that they can not solve this problem .",pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/phoenix/00/phoenix_0003,contrast,need,other,"They will need a huge sum of money in order to bring their children to the city .//Nonetheless , I believe there are also many other reasons .",pronoun,other,other,other_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0008,contrast,have,other,I had a wide ranging sitdown with Pulitzer Prize winner Tom Friedman /.//but first Judy Miller and the New York Times finally go public on the front page this morning with their nearly six thousand word account of the CIA leak investigation /.,non pronoun,other,other,first_second_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0008,contrast,agree,subject,Well uh I agree there are some unanswered questions /.//but I 'm willing to give the Times a little more credit than you for at least attempting to answer uh many of the questions /.,pronoun,True,pronoun,first_second_pronoun,subject,not_non_subject
bc/cnn/00/cnn_0008,contrast,be,other,I mean her justification was that well he had been a former Hill staffer /.//Um but that was a strange request /.,non pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0008,contrast,throw,subject,Instead she threw a fit /.//but she stayed on /.,pronoun,False,pronoun,other_pronoun,subject,not_non_subject
bc/cnn/00/cnn_0008,contrast,wind,other,Not everybody who 's under investigation winds up getting indicted /.//Ah but you certainly and you 're uh on a blog so maybe it 's a different standard have speculated about Rove 's fate as well /.,pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0008,contrast,'re,subject,You 're good on television /.//but you were n't there /.,pronoun,True,pronoun,first_second_pronoun,subject,not_non_subject
bc/cnn/00/cnn_0008,contrast,start,other,The march never got started /.//but hundreds of counter-demonstrators showed up and battled police on and off for more than three hours /.,non pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0008,contrast,guard,other,You were guarded by the US navy /.//and yet it was kind of a harrowing experience /.,pronoun,other,other,first_second_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0008,contrast,be,other,and these are all also important stories obviously /.//but uh do you feel it 's getting the attention that it should /?,pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0008,contrast,come,other,Katrina and Rita they 'll come and go /.//but at the end of the day the Bush administration made a very big claim um that it could go to Iraq um and produce a decent forward looking government there /.,non pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0008,contrast,be,other,It is important /.//But they never never appreciated how difficult it was /.,pronoun,other,other,other_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0008,contrast,become,other,Um clearly it 's become a pretty big story /.//but for the first couple days I noticed it was n't that much of a television story /.,pronoun,other,other,other_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0008,contrast,argue,non_subject,And I would argue a little bit that it got missed because of all these other distractions /.//But it 's only had an effect on Tom Friedman 's career /.,pronoun,non_subject,non_subject,first_second_pronoun,not_subject,non_subject
bc/cnn/00/cnn_0008,contrast,hope,subject,I really hope this works because I want the New York Times to have a platform that is sustainable /.//But at the same time I hope we can eventually find a way to re-engage those people because definitely we 've lost some of them /.,pronoun,True,pronoun,first_second_pronoun,subject,not_non_subject
bc/cnn/00/cnn_0008,contrast,'s,other,There 's a lot we do n't know obviously about the Judith Miller situation /.//but why do you think that she has gotten so much criticism /?,pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/cnn/00/cnn_0008,contrast,quote,other,Well Jim Stewart of our Washington bureau quotes government sources tonight as saying the Iraqi man who gave that tip to US intelligence agents in Iraq now says the information was simply not true /.//But that 's a lot more than NBC Nightly News and ABC 's World News Tonight which did n't mention the great subway hoax at all /.,non pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/msnbc/00/msnbc_0007,contrast,be,other,But maybe the work that I 'm doing now will be able to take other people down avenues to explore with more tools with more ability to experiment with more ability to study on a hands - on basis /.//But I will never learn that /.,pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/msnbc/00/msnbc_0007,contrast,think,subject,and we think we 've got the votes to pass that /.//But we 're also operating on multiple diplomatic fronts /.,pronoun,True,pronoun,first_second_pronoun,subject,not_non_subject
bc/msnbc/00/msnbc_0007,contrast,have,other,"China now has an opportunity to put its best foot forward , to send the North Koreans a direct message that these missile tests can not be tolerated and the North Koreans now have to come back to the September nineteenth two thousand five agreement and they 've got to denuclearize give up their nuclear ambitions and abide by the agreement that they made with the rest of us nearly a year ago /.//But the South Koreans and the Chinese have both said they do not believe there should be sanctions against North Korea /.",non pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/msnbc/00/msnbc_0007,contrast,say,subject,We 've been saying for months now that the right step forward is for North Korea to return to these talks /.//but we really do n't see the logic in turning this into a test of wills between two countries the United States and North Korea /.,pronoun,True,pronoun,first_second_pronoun,subject,not_non_subject
bc/msnbc/00/msnbc_0007,contrast,be,other,If you look back at this historic agreement that was signed in the six party frameworks on September nineteenth of two thousand five those types of assurances are in that agreement /.//But the North Koreans have obligations /.,non pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/msnbc/00/msnbc_0007,contrast,see,subject,And what we 've seen since then is we 've seen the United States and Russia and China and Japan and South Korea willing to go forward willing to sit down willing to implement this entire agreement that you just referred to Tim /.//but we see the North Koreans walking away from it /.,pronoun,True,pronoun,first_second_pronoun,subject,not_non_subject
bc/msnbc/00/msnbc_0007,contrast,get,subject,So we 've got to be very persistent and frankly very tough in combining with these other countries to pressure the North Koreans to live up to their commitments /.//But we would be willing to give North Korea increased economic aid perhaps light nuclear reactors for peaceful means and security assurance if in fact they sat down and negotiated /?,pronoun,True,pronoun,first_second_pronoun,subject,not_non_subject
bc/msnbc/00/msnbc_0007,contrast,'s,non_subject,and it 's very specific about what the United States is willing to do uh to take a step forward towards them should they dismantle all their nuclear programs and their weapons of mass destruction /.//But they 've got responsibilities in this agreement /.,pronoun,non_subject,non_subject,other_pronoun,not_subject,non_subject
bc/msnbc/00/msnbc_0007,contrast,react,non_subject,The last thing we want to do is react to every wild statement that they make /.//but they certainly chose that to get our attention and that of the international community /.,pronoun,non_subject,non_subject,non_pronoun,not_subject,non_subject
bc/msnbc/00/msnbc_0007,contrast,choose,subject,but they certainly chose that to get our attention and that of the international community /.//Uh but what they 've got to realize is there is no magic bullet here /.,pronoun,False,pronoun,other_pronoun,subject,not_non_subject
bc/msnbc/00/msnbc_0007,contrast,take,other,"Sometimes it takes many months or even years to succeed /.//But if you have the right policy in place , if you know what you 're trying to accomplish and if you 're very tough - minded about applying that policy we can be successful /.",pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/msnbc/00/msnbc_0007,contrast,understand,other,we certainly understand the gravity of a challenge posed by North Korea /.//but frankly I do n't think these critics have offered any alternative that would have a reasonable prospect of success or lead us to unintended consequences uh if you went down the road that some of them are suggesting /.,pronoun,other,other,first_second_pronoun,not_subject,not_non_subject
bc/msnbc/00/msnbc_0007,contrast,assure,subject,and I can assure you we 're going to drive with a great deal of energy and determination /.//But you do not deny that North Korea 's nuclear capability has increased during the presidency of George Bush /?,pronoun,True,pronoun,first_second_pronoun,subject,not_non_subject
bc/msnbc/00/msnbc_0007,contrast,'s,other,It 's obviously the goal that I think all these critics that you cite would share /.//But we think we 've got a much more realistic in the real world strategy put in place to deal with that problem /.,pronoun,other,other,other_pronoun,not_subject,not_non_subject
bc/msnbc/00/msnbc_0007,contrast,be,other,Since the President uttered those words Mister Ambassador every estimate is that North Korea has doubled its capacity to develop nuclear weapons /.//And yet we 've driven forward with this policy designed to respond to all the things the President talked about back in two thousand two /.,pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/msnbc/00/msnbc_0007,contrast,drive,non_subject,And yet we 've driven forward with this policy designed to respond to all the things the President talked about back in two thousand two /.//But he has been very consistent since then in putting forward the proposition that we have to oppose the human rights abuses of the government /.,pronoun,non_subject,non_subject,first_second_pronoun,not_subject,non_subject
bc/msnbc/00/msnbc_0007,contrast,think,non_subject,They thought that they could divide the United States from both our European allies and from Russia and China /.//But we 've been able to craft a major and united coalition of all those countries /.,pronoun,non_subject,non_subject,other_pronoun,not_subject,non_subject
bc/msnbc/00/msnbc_0007,contrast,give,subject,I give the President a lot of credit for hanging tough on Iraq /.//but I am worried that it has made them too passive in confronting the other threats /.,pronoun,True,pronoun,first_second_pronoun,subject,not_non_subject
bc/msnbc/00/msnbc_0007,contrast,treat,other,On the other hand what they want to see is treated with respect direct talks with the United States /.//But also they want to see an effort by the United States to give them the recognition that they feel they deserve /.,pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/msnbc/00/msnbc_0007,contrast,be,other,They are a desolate isolated regime /.//But right now our policy is not working /.,non pronoun,other,other,other_pronoun,not_subject,not_non_subject
bc/msnbc/00/msnbc_0007,contrast,make,other,It makes sense to talk directly with North Korea /.//But would n't the world then say oh I see /.,non pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/msnbc/00/msnbc_0007,contrast,think,subject,And I think a decent interval now and some work at the United Nations is the appropriate thing to do /.//But I think we 're taking a view from thirty thousand feet right now /.,pronoun,True,pronoun,first_second_pronoun,subject,not_non_subject
bc/msnbc/00/msnbc_0007,contrast,agree,other,I do n't agree with that view because I think it 's more immoral to let North Korea go nuclear than to try to reach a deal with North Korea /.//But we have been of two minds /.,pronoun,other,other,first_second_pronoun,not_subject,not_non_subject
bc/msnbc/00/msnbc_0007,contrast,say,other,you may say there 's risk in this action /.//but I have to emphasize there 's risk in inaction as well letting North Korea go nuclear /.,pronoun,other,other,first_second_pronoun,not_subject,not_non_subject
bc/msnbc/00/msnbc_0007,contrast,disagree,non_subject,Well I respectfully disagree with Assistant Secretary Carter there /.//But at least he 's got a new idea which the administration does not put forth /.,pronoun,non_subject,non_subject,first_second_pronoun,not_subject,non_subject
bc/msnbc/00/msnbc_0007,contrast,get,other,and we 've got thirty seven thousand American forces at the DMZ /.//Uh but Tim I think another reason for the face to face talks is that there 're two issues that are separate from the six party talks that are a serious grievance in our relationship /.,non pronoun,other,other,first_second_pronoun,not_subject,not_non_subject
bc/msnbc/00/msnbc_0007,contrast,believe,other,I believe rightly so /.//but that is a separate bilateral issue /.,non pronoun,other,other,first_second_pronoun,not_subject,not_non_subject
bc/msnbc/00/msnbc_0007,contrast,cut,other,So you ca n't cut them out /.//but I think it 's essential to have face to *face private bilateral talks between United States and North Korea /.,pronoun,other,other,first_second_pronoun,not_subject,not_non_subject
bc/msnbc/00/msnbc_0007,contrast,know,subject,you know them /.//and yet a few weeks before the missile launch you said I do n't think they 're going to test /.,pronoun,True,pronoun,first_second_pronoun,subject,not_non_subject
bc/msnbc/00/msnbc_0007,contrast,say,subject,You said as days go by I do n't believe they 're going to do it /.//But early on I said that they did on CBS /.,pronoun,True,pronoun,first_second_pronoun,subject,not_non_subject
bc/msnbc/00/msnbc_0007,contrast,be,other,the continuation of the six party talks is the best way to go /.//But do they keep their word /?,pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/msnbc/00/msnbc_0007,contrast,be,other,and this was our exchange /.//But did n't North Korea develop a nuclear bomb on Bill Clinton 's watch /?,non pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/msnbc/00/msnbc_0007,contrast,stop,other,The North Koreans stopped processing in one plant if you will /.//but we later found out that at the same time they were making uranium in another plant /.,pronoun,other,other,non_pronoun,not_subject,not_non_subject
bc/msnbc/00/msnbc_0007,contrast,think,non_subject,"We think over a period of time they 'll do what the Pakistanis did , what the Iranians appear to be wanting to do and put together this gas centrifuge /.//But they never got there yet /.",pronoun,non_subject,non_subject,first_second_pronoun,not_subject,non_subject
bc/msnbc/00/msnbc_0007,contrast,think,non_subject,Or we do n't think they 've gotten there yet /.//But they broke their word /.,pronoun,non_subject,non_subject,first_second_pronoun,not_subject,non_subject
bc/msnbc/00/msnbc_0007,contrast,show,non_subject,In your earlier segment you showed president Bush calling him a tyrant /.//But then later he called him Mister Kim Jong - Il /.,pronoun,non_subject,non_subject,first_second_pronoun,not_subject,non_subject
bc/msnbc/00/msnbc_0007,contrast,know,other,At the end of the day I do n't know /.//Um but that leaves me to conclude since I really do n't know that it 's a good idea to find out /.,non pronoun,other,other,first_second_pronoun,not_subject,not_non_subject
bc/msnbc/00/msnbc_0007,contrast,be,other,He is a mercurial character /.//But I think he 's crazy like a fox /.,pronoun,other,other,other_pronoun,not_subject,not_non_subject
bc/msnbc/00/msnbc_0007,contrast,be,subject,he may be totally unpredictable isolated /.//but he 's calculating /.,pronoun,False,pronoun,other_pronoun,subject,not_non_subject
wb/eng/00/eng_0009,contrast,think,subject,"I think , ' What the fuck ? '//but I 'm pretty goddamn wasted",pronoun,True,pronoun,first_second_pronoun,subject,not_non_subject
wb/eng/00/eng_0009,contrast,be,subject,"The quote below is from the LaRouchies -- and thus , as always , not to be considered 100 % reliable --//but in this case it fits in so well with the ongoing discussion that I 'm tentatively inclined to trust it :",pronoun,False,non pronoun,non_pronoun,subject,not_non_subject
wb/eng/00/eng_0009,contrast,change,subject,"Tom DeLay then radically changed his life , turning his soul over to higher powers .//But by all reliable accounts , DeLay became a much nastier , a fearsomely un-Christian individual .",non pronoun,False,non pronoun,non_pronoun,subject,not_non_subject
wb/eng/00/eng_0009,contrast,go,non_subject,"The same goes for the Roman Catholic Church .//But the RCC has had a widespread problem with this regard , doubltlessly because their policy / doctrine of a celibate priesthood simply attracts these deviants .",non pronoun,non_subject,non_subject,non_pronoun,not_subject,non_subject
wb/eng/00/eng_0009,contrast,like,other,"If those of you with the abduction theory would like to give specific quotes and information on where it is shown that Peter abducted the children , please do .//But I think you are making it up from a version that does n't exist in reality , or that ca n't be tied to Michael Jackson .",pronoun,other,other,non_pronoun,not_subject,not_non_subject
wb/eng/00/eng_0009,contrast,be,subject,"One of my friends is an ' elder ' -LRB- soething like a ' local church leader ' -RRB- ,//but he also said their instructions say that if they hear of any abuse they are to follow local laws , which usually requires them to inform the police ASAP .",pronoun,False,non pronoun,non_pronoun,subject,not_non_subject
wb/c2e/00/c2e_0049,contrast,narrate,subject,"Just now , I only narrated a fact .//But I believe that different persons see different problems in this fact .",pronoun,True,pronoun,first_second_pronoun,subject,not_non_subject
wb/c2e/00/c2e_0039,contrast,go,subject,"Despair , that sinking feeling weighing on my mind , so much pressure I could n't eat , could n't sleep ; I was simply going crazy .//But I still needed to do something ; getting crazy - hysteric makes no sense .",pronoun,True,pronoun,first_second_pronoun,subject,not_non_subject
wb/c2e/00/c2e_0039,contrast,felt,other,"I felt the interview went well , and started to feel confident .//But on that day one senior level person was n't there , so the next day early I had to go back to talk to him .",non pronoun,other,other,first_second_pronoun,not_subject,not_non_subject
wb/c2e/00/c2e_0009,contrast,have,subject,"And if only one person in a three - person family is employed , the family will have a very difficult life .//But even so , they have to pay 165 yuan in income tax .",pronoun,False,non pronoun,non_pronoun,subject,not_non_subject
wb/c2e/00/c2e_0009,contrast,be,subject,"In short , if the personal income tax threshold is set lower than 6400 yuan , it will be ineffective in helping the poor get rich .//Conversely , if the threshold is too low , it will cleanly and quickly inhibit the ability of poor people to get rich .",pronoun,False,pronoun,other_pronoun,subject,not_non_subject
wb/c2e/00/c2e_0009,contrast,be,non_subject,That is why the income tax has no effect on regulating the wealth of China 's rich people .//It does however have a highly restrictive effect on the ability of poor people to get rich .,pronoun,non_subject,non_subject,non_pronoun,not_subject,non_subject
wb/c2e/00/c2e_0009,contrast,be,other,"In Western countries , the personal income tax is the most effective means of controlling excessively high incomes among the rich .//But these are countries ruled by law , where official income is all recorded , citizen 's incomes are fully transparent , and therefore the personal income tax can easily achieve the effect of regulating income distribution .",non pronoun,other,other,non_pronoun,not_subject,not_non_subject
wb/c2e/00/c2e_0009,contrast,be,other,"The vast majority of China 's 900 million peasants are unable to reach the income level for paying income tax .//But the peasants have contractual land , they have a low - consumption rural lifestyle and conditions , and they have basic housing .",non pronoun,other,other,non_pronoun,not_subject,not_non_subject
wb/a2e/00/a2e_0019,contrast,order,subject,"This is a sign that there was good in him otherwise he would not have ordered the killing of his son , his own child .//But he was not a scholar nor feared in God .",pronoun,False,pronoun,other_pronoun,subject,not_non_subject
wb/a2e/00/a2e_0019,contrast,show,non_subject,So they could show the clip in which there is cursing and insults from Saddam and cut the rest .//However he remained steadfast in saying the creed and was killed whilst saying it .,pronoun,non_subject,non_subject,other_pronoun,not_subject,non_subject
wb/a2e/00/a2e_0019,contrast,be,other,"Other people say , I have not said it while I was alive and you want me to say it when I am dying ... the truth is what is apparent .//But Saddam Hussein was reasonable in that he repented and turned to his creator who receives the repentance from his slave .",non pronoun,other,other,non_pronoun,not_subject,not_non_subject
wb/a2e/00/a2e_0029,contrast,have,other,"This Zionist - American and Safavid evil triangle has nothing else to do but put an end to the Sunnis and the Book so that there is no one to resist them .//But however much they try , Baghdad will remain , by God 's decree , the capital of the Islamic caliphate .",non pronoun,other,other,non_pronoun,not_subject,not_non_subject
wb/a2e/00/a2e_0029,contrast,deserve,other,"Al - Jazeera deserves every appreciation for showing this film to the Arab viewer .//But as for the Al - Arabiya channel , as long as al - Rashed is its director I wash my hands of it completely .",pronoun,other,other,non_pronoun,not_subject,not_non_subject
wb/a2e/00/a2e_0029,contrast,be,other,"There is no channel without faults .//But Al - Arabiya is the best of them and it is more credible than Al - Jazeera whose first aim , as we all know , is to attack Saudi Arabia and to interfere in our country 's affairs , even the private ones .",non pronoun,other,other,non_pronoun,not_subject,not_non_subject
wb/a2e/00/a2e_0029,contrast,be,other,There are hidden matters in the state of Qatar and its government .//But Al - Jazeera tries to cover up these failings by attacking other states and governments .,non pronoun,other,other,non_pronoun,not_subject,not_non_subject
wb/a2e/00/a2e_0009,contrast,be,other,"For this is Arab land and its people are Arab , and the Zionists are the ones who occupied the land and came to us from all over the world with your help , yours , and that of the old imperial powers .//But if you meant Kuwait , I want to ask you .",pronoun,other,other,non_pronoun,not_subject,not_non_subject
wb/a2e/00/a2e_0009,contrast,have,subject,"We have no objection to their arrival in power via the ballot box .//But more importantly , we have decided to open channels of dialogue with "" terrorist "" organizations such as Hamas and Jihad and Hezbollah who are loyal to Iran , and other fundamentalist organizations in the whole world .",pronoun,True,pronoun,first_second_pronoun,subject,not_non_subject
wb/a2e/00/a2e_0009,contrast,forget,non_subject,"No Mr. Rumsfeld .. do n't forget that you are speaking with Saddam Hussein , the president of the state of Iraq .//Rumsfeld : But you have lost power .",pronoun,non_subject,non_subject,non_pronoun,not_subject,non_subject
tc/ch/00/ch_0039,contrast,tell,other,oh I already told them all black//but dad does n't want black he said .,pronoun,other,other,first_second_pronoun,not_subject,not_non_subject
tc/ch/00/ch_0039,contrast,be,subject,I was like well that 's fine//but I would not feel comfortable going .,pronoun,True,pronoun,first_second_pronoun,subject,not_non_subject
tc/ch/00/ch_0039,contrast,'s,subject,that 's actually kind of common//but -- oh it is . it 's pretty de classe .,pronoun,False,non pronoun,non_pronoun,subject,not_non_subject
tc/ch/00/ch_0009,contrast,come,subject,"She 's coming in the fall ,//but she was in a place called Taiwa .",pronoun,False,pronoun,other_pronoun,subject,not_non_subject
tc/ch/00/ch_0009,contrast,'m,subject,"And then %um , I 'm not exactly sure what it is now .//But I 'll know in a couple of days .",pronoun,True,pronoun,first_second_pronoun,subject,not_non_subject
tc/ch/00/ch_0009,contrast,feel,other,and mhm %um you know . It feels like maybe she made a compromise//but it 's like three times the money as with everything else,pronoun,other,other,other_pronoun,not_subject,not_non_subject
tc/ch/00/ch_0009,contrast,think,subject,%um and I keep thinking maybe I 'd get in touch//but I have n't done it .,pronoun,True,pronoun,first_second_pronoun,subject,not_non_subject
tc/ch/00/ch_0029,contrast,'s,other,I mean most women you lose your baby that 's it .//But almighty God is,non pronoun,other,other,non_pronoun,not_subject,not_non_subject
tc/ch/00/ch_0029,contrast,talk,other,we have n't really talked about that//but I 'm planning on making a trip down to visit her .,pronoun,other,other,first_second_pronoun,not_subject,not_non_subject
tc/ch/00/ch_0029,contrast,say,other,"like mom said she said even if it was going to be in September , she said the little things I can tolerate you know if that happens you know .//But you know I always worried",pronoun,other,other,other_pronoun,not_subject,not_non_subject
tc/ch/00/ch_0029,contrast,run,subject,well she does n't run//but she crawls real fast .,pronoun,False,pronoun,other_pronoun,subject,not_non_subject
tc/ch/00/ch_0049,contrast,come,subject,So I probably will come by public transport//but I do n't know .,pronoun,True,pronoun,first_second_pronoun,subject,not_non_subject
tc/ch/00/ch_0049,contrast,go,subject,"bring me back active duty and pay me for the day if they 're going to drag me off somewhere .//But %uh , first they have to find me .",pronoun,False,pronoun,other_pronoun,subject,not_non_subject
tc/ch/00/ch_0049,contrast,'s,other,"that 's fine ,//but the Americans as soon as you ask for another citizenship that act of asking for it takes away your American citizenship .",non pronoun,other,other,non_pronoun,not_subject,not_non_subject
tc/ch/00/ch_0049,contrast,be,other,"and the amount we pay the American government is deductible ,//but we 'll still owe some taxes .",pronoun,other,other,non_pronoun,not_subject,not_non_subject
tc/ch/00/ch_0049,contrast,email,non_subject,we 'll email you something//but if you do n't get email then just call Anya 's parents,pronoun,non_subject,non_subject,first_second_pronoun,not_subject,non_subject
tc/ch/00/ch_0019,contrast,tell,non_subject,"I 've been telling you that I needed to do that roof atrium for quite some time .//But , %uh , it should come out this year .",pronoun,non_subject,non_subject,first_second_pronoun,not_subject,non_subject
tc/ch/00/ch_0019,contrast,go,other,"%um , actually right at the moment finances are not going real well .//But %ah well . I am working on that one .",pronoun,other,other,non_pronoun,not_subject,not_non_subject
tc/ch/00/ch_0019,contrast,find,non_subject,"So , %um , I found a simple modification of the original formula , which unfortunately makes the solutions horrendously nasty . And in most cases , %uh , insoluble .//But yeah . it gives a driving term .",pronoun,non_subject,non_subject,first_second_pronoun,not_subject,non_subject
tc/ch/00/ch_0019,contrast,purchase,other,"Spending a lot of time hunting for bikes , and nah well . then getting one purchased , and then having to , you know , go get it and things like that .//But , that 's dealt with at least .",non pronoun,other,other,non_pronoun,not_subject,not_non_subject
pt/nt/66/nt_6609,contrast,kill,subject,The other people on earth were not killed by these plagues .//But these people still did not change their hearts and turn away from worshiping the things they had made with their own hands .,non pronoun,False,non pronoun,non_pronoun,subject,not_non_subject
pt/nt/66/nt_6619,contrast,bow,non_subject,"Then I bowed down before the angel 's feet to worship him .//But the angel said to me , `` Do n't worship me !",non pronoun,non_subject,non_subject,first_second_pronoun,not_subject,non_subject
pt/nt/66/nt_6619,contrast,gather,other,"Their armies were gathered together to make war against the rider on the horse and his army .//But the beast was captured , and the false prophet was also captured .",non pronoun,other,other,non_pronoun,not_subject,not_non_subject
pt/nt/58/nt_5809,contrast,be,other,These Cherub angels were over the place of mercy .//But we can not say everything about this now .,pronoun,other,other,non_pronoun,not_subject,not_non_subject
pt/nt/58/nt_5809,contrast,go,other,"Then the priests went into the first room every day to do their worship duties .//But only the high priest could go into the second room , and he went in only once a year .",non pronoun,other,other,non_pronoun,not_subject,not_non_subject
