document_id,coherence_relation,rstdt_relation,rstdt_nuclearity,verb,coreference_type,context,pronominalization,12person,proAntecedent,subject_or_not,non_subject_or_not
wsj_2381,contrast,antithesis,SN,say,subject,"""You could go down 400 points and still have a good year in the market,"" said James D. Awad, president of New York-based BMI Capital Corp.//Mr. Awad, however, worries that the market ""could go down 800 or 900 points in the next few days.
It can happen before you can turn around.""",non pronoun,FALSE,FALSE,subject,not_non_subject
wsj_2381,contrast,concession,SN,say,other,"He said he discerns many parallels with 1987, including the emphasis on takeover stocks and the re-emergence of computerized program trading.//""The only thing you don't have,"" he said, ""is the `portfolio insurance' phenomenon overlaid on the rest.""",non pronoun,other,other,not_subject,not_non_subject
wsj_2381,contrast,concession,SN,be,other,"The nation's largest short-selling operation is Feshbach Brothers, Palo Alto, Calif., which said last May that its short positions had shown losses of 10% for the year up to that point.//All that now has changed. ""We're ahead for the year because of Friday,"" said the firm's Kurt Feshbach. ""We're not making a killing, but we had a good day.""",non pronoun,other,other,not_subject,not_non_subject
wsj_1962,contrast,antithesis,NS,rise,subject,That cost rises in times of high market volatility.//But it still might be cheaper than taking a major hit.,pronoun,FALSE,FALSE,subject,not_non_subject
wsj_2338,contrast,Contrast,NN,say,other,"He said he believes GM has plans to keep building A-body cars into the mid-1990s.//At Pontiac, however, the Camaro-Firebird decision appears to erase UAW hopes that GM would reopen the shuttered assembly plant that last built the plastic-bodied, two-seater Pontiac Fiero model. 

The Fiero plant was viewed as a model of union-management cooperation at GM before slow sales of the Fiero forced the company to close the factory last year.
Union officials have taken a beating politically as a result.
Dissident UAW members have used the Fiero plant as a symbol of labor-management cooperation's failure.",non pronoun,other,other,not_subject,not_non_subject
wsj_2328,contrast,antithesis,SN,meet,other,"Shortly before the visit, Mr. Boesky and Drexel representives had met with Financial Corp. officials and had signed a letter of intent to acquire the 51% stake in the company.//However, the agreement was canceled in June 1984.",non pronoun,other,other,not_subject,not_non_subject
wsj_1158,contrast,Contrast,NN,be,subject,"Star lecturer at Harvard, author of numerous popular books on science, and scourge of the creationist lobby, Mr. Gould is perhaps the world's most eminent evolutionary theorist.//Yet he puts quite a twist on the old story handed down from Darwin.
For him, natural history is anything but a gradual, predictable march from primordial slime to human consciousness; it is a careening, chaotic affair in which the emergence of a featherless biped was a one-in-a-million shot.",pronoun,FALSE,FALSE,subject,not_non_subject
wsj_1158,contrast,antithesis,NS,be,subject,"For him, natural history is anything but a gradual, predictable march from primordial slime to human consciousness;//it is a careening, chaotic affair in which the emergence of a featherless biped was a one-in-a-million shot.",pronoun,FALSE,FALSE,subject,not_non_subject
wsj_1158,contrast,concession,NS,be,other,"that animals living so long ago must be simple in design, limited in scope and ancestral to contemporary species.//Accordingly, the hidebound traditionalist reconstructed hypothetical organisms from the Burgess fossils in such a way that they could be shoehorned into familiar categories.",non pronoun,other,other,not_subject,not_non_subject
wsj_1158,contrast,antithesis,NS,be,other,"Would that Mr. Gould's minute descriptions of these creatures was always so colorful.//A good deal of the book is boring, particularly the endless allusions to high and pop culture and the frequent jokes festooning the text.",non pronoun,other,other,not_subject,not_non_subject
wsj_1158,contrast,concession,NS,be,other,"Not long after the appearance of life, evidently, there was an explosive proliferation in the number of animal designs seen on the earth.//The vast majority of them, however, were wiped out by a succession of environmental upheavals that were too sudden and catastrophic for the normal rules of natural selection to operate.
Consequently, the winnowing process was like a lottery ""in which each group {held} a ticket unrelated to its anatomical virtues."" So much for survival of the fittest. 

So much, too, for the notion that we humans triumphed in the Darwinian struggle by evolving big brains.
Our mammalian forerunners lucked out through the extraterrestrial impact that did in the dinosaurs because they were small, not smart.
If anyone has difficulty imagining a world in which history went merrily on without us, Mr. Gould sketches several.
In one, birds are the dominant carnivores; in another the seas abound with ""little penises."" 

Back when the Burgess fauna were flourishing, it seems, human evolutionary hopes hung on the survival of a little worm with a backbone called Pikaia.
Mr. Gould finds this oddly exhilarating; like an existentialist of old, he views our contingency as ""a source of both freedom and consequent moral responsibility."" I, by contrast, cannot help feeling that if some other curiosity from the Burgess Shale had survived instead, beings at once wiser and less boorish than Homo sapiens might have eventually gained earthly dominion.
But even if no conscious life had evolved here at all, the universe is a big place, and given the right conditions, sympathetic to creating some form of life.
Surely at some other cosmic address a Gouldoid creature would have risen out of the ooze to explain why, paleontologically speaking, ""it is, indeed, a wonderful life.""",non pronoun,other,other,not_subject,not_non_subject
wsj_1158,contrast,Contrast,NN,find,other,"Mr. Gould finds this oddly exhilarating; like an existentialist of old, he views our contingency as ""a source of both freedom and consequent moral responsibility.""//I, by contrast, cannot help feeling that if some other curiosity from the Burgess Shale had survived instead, beings at once wiser and less boorish than Homo sapiens might have eventually gained earthly dominion.",pronoun,other,other,not_subject,not_non_subject
wsj_0601,contrast,Contrast,NN,hop,other,"Some patent lawyers had hoped that such a specialty court would be filled with experts in the field.//But the Reagan administration thought otherwise, and so may the Bush administration.",non pronoun,other,other,not_subject,not_non_subject
wsj_2317,contrast,concession,SN,say,other,"Although Mr. Pierce expects that line of business to strengthen in the next year, he said//Elcotel will also benefit from moving into other areas.",non pronoun,other,other,not_subject,not_non_subject
wsj_2365,contrast,Contrast,NN,report,other,"In July, the company reported that booming sales of new personal computers from Apple and IBM had resulted in net income more than doubling for its fourth quarter ended June 30 to $7.4 million, or 23 cents a share.//This month, however, Businessland warned investors that results for its first quarter ended Sept. 30 hadn't met expectations.
The company said it expects earnings of 14 to 17 cents a share, down from 25 cents a share in the year-earlier period.",non pronoun,other,other,not_subject,not_non_subject
wsj_2365,contrast,antithesis,SN,back,other,"IBM is backing one type of bus called microchannel, while the nine other leading computer makers, including H-P and Compaq Computer Corp., have chosen another method.//""Users don't care about the bus,"" said Daniel Benton, an analyst at Goldman, Sachs & Co.
He said Apple's family of Macintosh computers, for instance, uses four different buses ""and no one seems to mind.""",non pronoun,other,other,not_subject,not_non_subject
wsj_2365,contrast,Contrast,NN,expect,other,"In personal computers, Apple, Compaq and IBM are expected to tighten their hold on their business.//At the same time, second-tier firms will continue to lose ground. 

Some lagging competitors even may leave the personal computer business altogether.
Wyse Technology, for instance, is considered a candidate to sell its troubled operation. ""Wyse has done well establishing a distribution business, but they haven't delivered products that sell,"" said Kimball Brown, an analyst at Prudential-Bache Securities.
Mr. Brown estimates Wyse, whose terminals business is strong, will report a loss of 12 cents a share for its quarter ended Sept.",non pronoun,other,other,not_subject,not_non_subject
wsj_2365,contrast,antithesis,SN,scramble,other,"As a result of this trend, longtime powerhouses H-P, IBM and Digital Equipment Corp. are scrambling to counterattack with microprocessor-based systems of their own.//But they will have to act quickly.
Mr. Benton expects Compaq to unveil a family of high-end personal computers later this year that are powerful enough to serve as the hub for communications within large networks of desk-top machines.",pronoun,other,other,not_subject,not_non_subject
wsj_0655,contrast,antithesis,SN,raise,other,"Lawmakers haven't publicly raised the possibility of renewing military aid to the Contras, and President Bush parried the question at a news conference here Saturday, saying only that ""if there's an all-out military offensive, that's going to change the equation 180 degrees.""//But Mr. Ortega's threat over the weekend to end a 19-month cease-fire with the rebels seeking to topple him, effectively elevated the Contras as a policy priority just as they were slipping from the agendas of their most ardent supporters.",non pronoun,other,other,not_subject,not_non_subject
wsj_0655,contrast,antithesis,SN,announce,other,"Mr. Ortega announced on Friday that he would end the cease-fire this week in response to the periodic Contra assaults against his army.//Saturday, he amended his remarks to say that he would continue to abide by the cease-fire if the U.S. ends its financial support for the Contras.
He asked that the remaining U.S. humanitarian aid be diverted to disarming and demobilizing the rebels.",non pronoun,other,other,not_subject,not_non_subject
wsj_1151,contrast,Contrast,NN,move,other,Prices of long-term Treasury bonds moved inversely to the stock market as investors sought safety amid growing evidence the economy is weakening.//But the shaky economic outlook and the volatile stock market forced the dollar lower against major currencies.,non pronoun,other,other,not_subject,not_non_subject
wsj_1151,contrast,Contrast,NN,retreat,other,"As the stock market recovered some of its losses later in the day, bond prices retreated.//But analysts said the combination of a second consecutive decline in monthly durable-goods orders and lackluster mid-October auto sales helped prop up the Treasury market.
A slowing economy and the implication of lower inflation and interest rates tend to bolster bond prices.",non pronoun,other,other,not_subject,not_non_subject
wsj_1151,contrast,concession,SN,appear,other,"On the surface, the decline in September durable goods -- only 0.1% -- didn't appear very weak.//But orders for non-defense capital goods, a precursor of future plant and equipment spending, were off 5.6% after falling 10.3% in August.",non pronoun,other,other,not_subject,not_non_subject
wsj_1151,contrast,concession,SN,frighten,non_subject,"The stock market's precipitous drop frightened foreign investors, who quickly bid the dollar lower.//But as stock prices recovered some of the early losses, so did the U.S. currency.",non pronoun,non_subject,non_subject,not_subject,non_subject
wsj_2343,contrast,Contrast,NN,have,other,"The Bronx has a wonderful botanical garden, a great zoo, its own charming Little Italy (on Arthur Avenue) and, of course, the Yankees.//However, most people, having been subjected to news footage of the devastated South Bronx, look at the borough the way Tom Wolfe's Sherman McCoy did in ""Bonfire of the Vanities"" -- as a wrong turn into hell. 

But Laura Cunningham's Bronx, her childhood Bronx of the '50s, is something else altogether.
In a lovely, novelistic memoir, ""Sleeping Arrangements"" (Knopf, 195 pages, $18.95), she remembers an exotic playground, peopled mainly by Jewish eccentrics and the occasional Catholic (real oddballs like her sexpot friend, the hell-kitten Diana, age five). 

Ms. Cunningham, a novelist and playwright, has a vivid and dramatically outsized sense of recall.
She transforms her ""Bronx of the emotions, a place where the flats of mediocrity are only relieved by steep descents into hysteria"" into the ""Babylonian Bronx,"" a world simmering with sex and death and intrigue.
In the Babylonian Bronx, Jewish working-class people lived in drab, Soviet-style buildings ""glamorized"" with names like AnaMor Towers (after owners Anna and Morris Snezak), whose lobbies and hallways were decorated with murals of ancient Syrians and Greeks, friezes of Pompeii. 

For Ms. Cunningham the architectural discombobulation matched the discrepancy she felt living in the AnaMor Towers as a little girl: "". . . outwardly ordinary, inwardly ornate, owing all inspiration to heathen cultures."" Sharp-witted and funny but never mean, she's a memorialist a bit like Truman Capote, if he'd been Jewish and female and less bitchy. 

Little Lily, as Ms. Cunningham calls herself in the book, really wasn't ordinary.
She was raised, for the first eight years, by her mother, Rosie, whom she remembers as a loving liar, who realigned history to explain why Lily's father didn't live with them.
Rosie reinvented this man, who may or may not have known about his child, as a war hero for Lily's benefit. 

Rosie died young and Lily has remembered her as a romantic figure, who didn't interfere much with her child's education on the streets.
The games Bronx children played (holding kids down and stripping them, for example) seem tame by today's crack standards, but Ms. Cunningham makes it all sound like a great adventure. ""Without official knowledge of sex or death, we flirted with both,"" she writes.
She analyzed families by their sleeping arrangements.
Her friend Susan, whose parents kept reminding her she was unwanted, slept on a narrow bed wedged into her parents' bedroom, as though she were a temporary visitor.
Her friend Diana's father was a professional thief; they didn't seem to have any bedrooms at all. 

Maybe Lily became so obsessed with where people slept and how because her own arrangements kept shifting.
When Rosie died, her uncles moved in -- and let her make the sleeping and other household arrangements.
They painted the apartment orange, pink and white, according to her instructions.
With loving detail she recalls her Uncle Gabe, an Orthodox Jew and song lyricist (who rhymed river with liver in a love song); and Uncle Len, a mysterious part-time investigator who looked like Lincoln and carried a change of clothing in a Manila envelope, like an ""undercover President on a good-will mission."" 

They came by their strangeness honestly.
Lily's grandmother, no cookie baker, excised the heads of disliked relatives from the family album, and lugged around her perennial work-in-progress, ""Philosophy for Women."" 

The book loses some momentum toward the end, when Lily becomes more preoccupied with dating boys and less with her delightfully weird family.
For the most part, though, there's much pleasure in her saucy, poignant probe into the mysteries of the Babylonian Bronx.",non pronoun,other,other,not_subject,not_non_subject
wsj_2343,contrast,antithesis,SN,lose,other,"The book loses some momentum toward the end, when Lily becomes more preoccupied with dating boys and less with her delightfully weird family.//For the most part, though, there's much pleasure in her saucy, poignant probe into the mysteries of the Babylonian Bronx.",non pronoun,other,other,not_subject,not_non_subject
wsj_1141,contrast,Contrast,NN,be,other,In Greater Israel more than half the children under six are Muslims.//Within 25 years Jews will probably be the minority.,non pronoun,other,other,not_subject,not_non_subject
wsj_1141,contrast,Contrast,NN,condemn,other,"Israelis will condemn themselves, as the Maronites did, to perpetual war with the Muslims in their midst, and so to the internal erosion of their state.//Unlike the Maronites, Israel's Jews will not let themselves become the weakest force in a system of private armies;",non pronoun,other,other,not_subject,not_non_subject
wsj_1394,contrast,antithesis,NS,skip,subject,"But knowing that mechanics would probably ground him for repairs, Mr. Brown skipped his stop in nearby Chicago and set course to get his load -- a few hundred parcels -- to the Memphis package-sorting hub on time.//Had he been a little less gung-ho, ""I'd have gotten the thing on the ground and headed for the nearest bar,"" Mr. Brown says.",pronoun,FALSE,FALSE,subject,not_non_subject
wsj_1394,contrast,antithesis,NS,suffer,other,"In Europe, business suffered as Federal bought several local companies,//only to have the managers quit.",non pronoun,other,other,not_subject,not_non_subject
wsj_1394,contrast,concession,SN,call,subject,"When a large group of pilots once signed petitions opposing work-rule and compensation changes, he called a meeting in a company hangar and dressed them down for challenging his authority.//He then made most of the changes, pilots say.",pronoun,FALSE,TRUE,subject,not_non_subject
wsj_2398,contrast,Contrast,NN,be,other,"By some accounts on Wall Street and in the industry, the inventory reductions are near an end, which may presage firmer demand.//But doubters say growing production capacity could keep pressure on prices into the early 1990s.",non pronoun,other,other,not_subject,not_non_subject
wsj_2398,contrast,Contrast,NN,hedge,non_subject,"Some analysts hedge their estimates for Quantum, because it isn't known when the company will book certain one-time charges.//But the estimates range from break-even to 35 cents a share.",non pronoun,non_subject,non_subject,not_subject,non_subject
wsj_1133,contrast,Contrast,NN,argue,other,"He has argued that such presidential power is necessary to rein in congressional spending.//But some analysts, particularly conservative legal scholars, have urged Mr. Bush not to wait for explicit authorization but simply to assert that the Constitution already implicitly gives him the power to exercise a line-item veto.
Such an assertion most likely would bring about a court challenge from Congress that would clarify whether a president already has such power.",non pronoun,other,other,not_subject,not_non_subject
wsj_2321,contrast,antithesis,NS,reply,other,"Asked to compare her visit to Mr. Mosbacher's, Mrs. Hills replied: ""I didn't hear every word he spoke, but as a general proposition, I think we have a very consistent trade strategy in the Bush administration.""//Yet more than one American official who sat in with her during three days of talks with Japanese officials said her tone often was surprisingly ""conciliatory.""",non pronoun,other,other,not_subject,not_non_subject
wsj_2321,contrast,antithesis,NS,paint,subject,"""I am painted sometimes as ferocious, perhaps because I have a ferocious list of statutes to implement.//I don't feel very ferocious.
I don't feel either hard or soft.",pronoun,TRUE,TRUE,subject,not_non_subject
wsj_2321,contrast,concession,NS,say,subject,"""My impression was that you would be a scary old lady,"" he said, drawing a few nervous chuckles from his colleagues.//""But I am relieved to see that you are beautiful and gentle and intelligent and a person of integrity.""",pronoun,FALSE,TRUE,subject,not_non_subject
wsj_2321,contrast,antithesis,SN,say,subject,"At one of her news conferences, Mrs. Hills said, ""I believe we can do much better than 20%.""//But she stressed, ""I am against managed trade.",pronoun,FALSE,FALSE,subject,not_non_subject
wsj_1123,contrast,Contrast,NN,say,subject,"And Tina Brown, editor of Conde Nast Publications Inc. 's Vanity Fair, said advertisers are frequently asked to take advertising positions in the back of her magazine to relieve ad clutter.//""But advertisers wouldn't think of it,"" she said.",pronoun,FALSE,FALSE,subject,not_non_subject
wsj_2331,contrast,Contrast,NN,be,other,"Financing for any takeover attempt may be problematic in the wake of Friday's stock-market sell-off in New York and turmoil in the junk-bond market.//But the beleaguered British advertising and consulting giant, which last week named a new chief executive officer to replace Maurice Saatchi, has been the subject of intense takeover speculation for weeks. 

Last week, Saatchi's largest shareholder, Southeastern Asset Management, said it had been approached by one or more third parties interested in a possible restructuring.
And Carl Spielvogel, chief executive officer of Saatchi's big Backer Spielvogel Bates advertising unit, said he had offered to lead a management buy-out of the company, but was rebuffed by Charles Saatchi.
Mr. Spielvogel said he wouldn't launch a hostile bid. 

The executive close to Saatchi & Saatchi said that ""if a bidder came up with a ludicrously high offer, a crazy offer which Saatchi knew it couldn't beat, it would have no choice but to recommend it to shareholders.
But {otherwise} it would undoubtedly come back"" with an offer by management.
The executive said any buy-out would be led by the current board, whose chairman is Maurice Saatchi and whose strategic guiding force is believed to be Charles Saatchi.
Mr. Spielvogel isn't part of the board, nor are any of the other heads of Saatchi's big U.S.-based ad agencies.",non pronoun,other,other,not_subject,not_non_subject
wsj_2331,contrast,Contrast,NN,say,other,"The executive said any buy-out would be led by the current board, whose chairman is Maurice Saatchi and whose strategic guiding force is believed to be Charles Saatchi.//Mr. Spielvogel isn't part of the board, nor are any of the other heads of Saatchi's big U.S.-based ad agencies.",non pronoun,other,other,not_subject,not_non_subject
wsj_2331,contrast,Contrast,NN,reply,non_subject,"the executive replied, ""That isn't the reason Dreyfus has been brought in.//He was brought in to turn around the company.""",pronoun,non_subject,non_subject,not_subject,non_subject
wsj_0627,contrast,concession,SN,expect,other,"On the surface, the overall unemployment rate is expected to be little changed from September's 5.3%.//But the actual head count of non-farm employment payroll jobs is likely to be muddied by the impact of Hurricane Hugo, strikes, and less-than-perfect seasonal adjustments,",non pronoun,other,other,not_subject,not_non_subject
wsj_0627,contrast,Contrast,NN,call,other,"The consensus view calls for an overall job gain of 155,000 compared with September's 209,000 increase.//But the important factory-jobs segment, which last month plunged by 103,000 positions and raised recession fears, is most likely to be skewed by the month's unusual events.",non pronoun,other,other,not_subject,not_non_subject
wsj_0627,contrast,antithesis,SN,say,subject,"Samuel D. Kahan, chief financial economist at Kleinwort Benson Government Securities Inc., Chicago, said that the purchasers' report is valuable because it often presents the first inkling of economic data for the month.//But he added: ""Some people use the purchasers' index as a leading indicator, some use it as a coincident indicator.
But the thing it's supposed to measure -- manufacturing strength -- it missed altogether last month.""",pronoun,FALSE,FALSE,subject,not_non_subject
wsj_0627,contrast,concession,SN,use,other,"""Some people use the purchasers' index as a leading indicator, some use it as a coincident indicator.//But the thing it's supposed to measure -- manufacturing strength -- it missed altogether last month.""",non pronoun,other,other,not_subject,not_non_subject
wsj_0627,contrast,Contrast,NN,use,other,"""Some people use the purchasers' index as a leading indicator,//some use it as a coincident indicator.",non pronoun,other,other,not_subject,not_non_subject
wsj_1360,contrast,Contrast,NN,expect,subject,"it expects to report net income between $6.4 million and $6.9 million, or between 32 cents and 34 cents a share, for its fourth quarter ended Sept. 30.//In the year-ago quarter, the software developer reported pro forma earnings of $4.8 million, or 24 cents a share.",non pronoun,FALSE,TRUE,subject,not_non_subject
wsj_0618,contrast,antithesis,SN,have,other,"U.S. car dealers had an average of 59 days' supply of cars in their lots at the end of September, according to Ward's Automotive Reports.//But Mr. Tonkin said dealers should slash stocks to between 15 and 30 days to reduce the costs of financing inventory.",non pronoun,other,other,not_subject,not_non_subject
wsj_0608,contrast,Contrast,NN,pay,other,"THE YALE POLITICAL UNION doesn't pay an honorarium to speakers.//In Thursday's edition, it was incorrectly indicated that the union had paid a fee to former House Speaker Jim Wright.",pronoun,other,other,not_subject,not_non_subject
wsj_1302,contrast,concession,SN,be,other,"Only 10 years ago, for instance, Lloyd's was the pre-eminent insurer of thoroughbred horses.//But since 1981, Kirk Horse Insurance Inc. of Lexington, Ky. has grabbed a 20% stake of the market.",non pronoun,other,other,not_subject,not_non_subject
wsj_1302,contrast,concession,SN,expect,other,Many at Lloyd's expect the San Francisco earthquake will cause the industry to boost rates even further.//But it will be years before it is clear whether higher rates will offset the payouts for such disasters.,pronoun,other,other,not_subject,not_non_subject
wsj_1302,contrast,concession,SN,sell,other,"Lloyd's presently sells only auto insurance directly to the public, and such policies are sold only in limited markets such as the U.K. and Canada.//But such changes must be cleared by four internal committees and dozens of underwriters, brokers and administrators before being implemented.
The proposal to sell directly to the public remains mired in bureaucratic quicksand.",non pronoun,other,other,not_subject,not_non_subject
wsj_2358,contrast,Contrast,NN,say,other,"""The overall 0.9% increase is serious in itself, but what is even worse is that excluding food and energy, the producer price index still increased by 0.7%,"" said Gordon Richards, an economist at the National Association of Manufacturers.//But Sung Won Sohn, chief economist at Norwest Corp. in Minneapolis, blamed rising energy prices and the annual autumn increase in car prices for most of the September jump. ""I would say this is not bad news; this is a blip,"" he said. ""The core rate is not really out of line.""",non pronoun,other,other,not_subject,not_non_subject
wsj_2358,contrast,antithesis,NS,show,other,"Meanwhile, the retail sales report showed that car sales rose 0.8% in September to $32.82 billion.//But at least part of the increase could have come from higher prices, analysts said.",non pronoun,other,other,not_subject,not_non_subject
wsj_1970,contrast,concession,SN,say,non_subject,"And White House spokesman Marlin Fitzwater said the deficit was ""an unwelcome increase,"" adding that ""we're hopeful that it simply is a one-month situation and will turn around.""//But the figures reinforced the view of many private analysts that the improvement in the U.S. trade deficit has run out of steam. 

""The figures today add further evidence to support the view that the improvement in the U.S. trade deficit has essentially stalled out at a level of about a $110 billion annual rate,"" said Jeffrey Scott, a research fellow at the Institute for International Economics here. ""That's still an improvement over last year, but it leads one to conclude that basically we've gotten all the mileage we can out of past dollar depreciation and past marginal cuts in the federal budget deficit.""",non pronoun,non_subject,non_subject,not_subject,non_subject
wsj_1970,contrast,Contrast,NN,report,other,"Exports declined for the second consecutive month in August, slipping 0.2% to $30.41 billion, the Commerce Department reported.//Imports, on the other hand, leaped 6.4% to a record $41.18 billion.",non pronoun,other,other,not_subject,not_non_subject
wsj_1970,contrast,Contrast,NN,expect,other,Most economists expect the slowing U.S. economy to curb demand for imports.//But they foresee little substantial progress in exports unless the dollar and the federal budget deficit come down.,pronoun,other,other,not_subject,not_non_subject
wsj_2383,contrast,Contrast,NN,disclose,other,"Speaking through its Dutch lawyers, ASKO also disclosed it holds a 15% stake in Ahold.//It was previously thought ASKO held a 13.6% stake that was accumulated since July.",pronoun,other,other,not_subject,not_non_subject
wsj_1128,contrast,antithesis,SN,say,subject,"""This is beautiful stuff,"" he says, looking ruefully at big boxes of just-picked Red Delicious next to his barn.//""But I'm going to lose $50,000 to $60,000 on it.
I'm going to have to get another job this year just to eat.""",pronoun,FALSE,TRUE,subject,not_non_subject
wsj_1128,contrast,antithesis,SN,buy,other,"They still buy apples mainly for big, red good looks -- that's why so many taste like woodchucks' punching bags.//But freshness counts more than it once did, and stores are expanding shelf space for unconventional, but tastier, and often pricier, apples. ""Rather than sell 39-cents-a-pound Delicious, maybe we can sell 79-cents-a-pound Fujis,"" says Chuck Tryon, perishables director for Super Valu Inc., a Minneapolis supermarket chain and food distributor.",non pronoun,other,other,not_subject,not_non_subject
wsj_1128,contrast,antithesis,SN,be,other,"The Fuji is still small potatoes in the U.S., sold mainly in fruit boutiques.//But in California, says Craig Ito, a Fuji-apple grower, ""There's a Fuji apple cult.
Once somebody eats one, they get hooked."" 

Mr. Auvil, the Washington grower, says that he could sell Fujis to Taiwan buyers at $40 a box if he had them. (Taiwan already is a big importer of Fujis from other places, he adds.) But his first crop won't be picked till next year. ""I expect to see the demand exceed supply for Fujis for the next 10 to 15 years,"" he adds.
Washington Red Delicious, by the way, are wholesaling for less than $10 a box these days. 

Mr. Auvil sees Fujis, in part, as striking a blow against the perversion of U.S. apples by supermarkets. ""When the chain stores took over, there was no longer a connection between grower and consumer.
A guy is sitting up in an office deciding what you're going to eat."" 

After all, until the 1950s even the Red Delicious was a firm, delectable morsel.
Then, as growers bred them more for looks, and to satisfy supermarket chains' demands of long-term storage, the Red went into decline.
Now, those red applelike things stores sell in summer are fruitbowl lovely, but usually not good eating.
They do deserve respect, however -- they are almost a year old, probably equal to about 106 in human years. 

The Fuji, to be sure, has blemishes too.
It ripens later than most apples, and growing it in U.S. areas with chilly autumns may be tricky.
Moreover, the frumpy Fuji must compete with an increasingly dolledup Delicious.
Mr. Broderick, the Massachusetts grower, says the ""big boss"" at a supermarket chain even rejected his Red Delicious recently because they weren't waxed and brushed for extra shine.
And he hadn't used hormones, which many growers employ to elongate their Delicious apples for greater eye appeal.
Still, Mr. Auvil points out, Grannies became popular without big, red looks, so why not Fujis?
He sees a shift in American values -- at least regarding apples -- toward more emphasis on substance and less on glitz. ""Taste has finally come to the fore,"" he says.
Or, for that matter, the core.",non pronoun,other,other,not_subject,not_non_subject
wsj_0671,contrast,Contrast,NN,sell,other,"A few weeks ago, New York sold $750 million of tax-exempts.//New York City bonds have been beaten down for three straight weeks.
On Friday, some issues fell nearly one point, or close to $10 for each $1,000 face amount.",non pronoun,other,other,not_subject,not_non_subject
wsj_0671,contrast,antithesis,SN,expect,non_subject,"Credit market analysts expected the Treasury to cancel today's three-month and six-month sale and to sell $17 billion of cash management bills.//Instead, the Treasury announced it would sell $2 billion of 51-day cash management bills today and said that the weekly sale of $15.6 billion of three-month and six-month bills will take place today, as usual, but the sale will settle tomorrow instead of Thursday. 

By moving the settlement date ahead, the Treasury can raise money under the $2.87 trillion debt ceiling that is in effect through tomorrow, after which it reverts to $2.8 trillion.",non pronoun,non_subject,non_subject,not_subject,non_subject
wsj_1165,contrast,concession,SN,be,other,"Any such downturn in California would be grim news for West Coast thrifts, particularly the less healthy ones, which have performed poorly even with a torrid market.//But HomeFed said it purposely curbed loan originations in the quarter because of uncertainty over the new capital requirements and regulations that will emerge from negotiations over implementing the government's massive thrift bailout bill.",non pronoun,other,other,not_subject,not_non_subject
wsj_1984,contrast,antithesis,NS,be,non_subject,"Nothing, I assumed, would be more hopelessly dated than a political satire on the Iran-Contra affair.//I had underestimated, however, both Mr. Gelbart's wit and the persistence of scandal in Washington.
Though the play clearly is framed around the events of Iran-Contra, it takes in the wide sweep of scandals over the past 30 years.
In fact, at one point Merry Chase (Melinda Mullins), a cool, carefully coiffed television announcer, recites a list of a dozen or more scandals of recent years, concluding with those affecting the Department of Housing and Urban Development and the savings and loan industry.",pronoun,non_subject,non_subject,not_subject,non_subject
wsj_1984,contrast,concession,SN,go,other,"This interest in words goes beyond puns and playfulness, however.//Mr. Gelbart deplores the obfuscation, the circumlocution and the debasement of language he sees on all sides.",non pronoun,other,other,not_subject,not_non_subject
wsj_1319,contrast,concession,SN,hop,other,"Long considered a potential takeover target, Navigation Mixte had hoped Allianz would help protect it from raiders.//That idea may have backfired.
Paribas is Allianz's main French bank, and the Munich-based group said it intends to stay neutral.
Navigation Mixte said it wouldn't have any comment until its board meets Wednesday. 

But Navigation Mixte is loosely held and hard to defend. ""The defensive options are limited,"" says Philippe Braye, a partner in portfolio management concern France Finance Quatre. ""Who would bid against Paribas?""",non pronoun,other,other,not_subject,not_non_subject
wsj_1121,contrast,concession,SN,suppose,other,"Laboring in blue and gray overalls, they are supposed to concentrate on cleaning out crevices, and not strain their eyes looking for diamonds.//But should they spy one, the company will pay a bonus equal to one-third its value.",non pronoun,other,other,not_subject,not_non_subject
wsj_1121,contrast,concession,SN,be,non_subject,"For these workers at the bottom of the mine's pay scale, this is usually enough to overcome the temptation to steal -- a crime that could earn them up to 15 years in jail.//Still, employees do occasionally try to smuggle out a gem or two.
One man wrapped several diamonds in the knot of his tie.
Another poked a hole in the heel of his shoe.
A food caterer stashed stones in the false bottom of a milk pail.
None made it past the body searches and X-rays of mine security.",non pronoun,non_subject,non_subject,not_subject,non_subject
wsj_1131,contrast,concession,SN,show,other,"As we will see, many of these obligations don't show up as part of the federal deficit.//But recent events indicate that federal credit is out of control.",non pronoun,other,other,not_subject,not_non_subject
wsj_1131,contrast,Contrast,NN,have,other,"because the FHA has about $300 billion in obligations outstanding and had previously been considered one of the most financially secure credit programs.//Scores of other credit programs, subsidizing agriculture, small business, exporters, defense, energy, transportation and others, are less visible but in no better shape.",non pronoun,other,other,not_subject,not_non_subject
wsj_1143,contrast,antithesis,SN,remain,other,"Since Mr. Shevardnadze did not address this topic before the Supreme Soviet, the Soviet Union's official position remains that the anthrax deaths were caused by tainted meat.//We doubt this claim just as we doubted Mr. Shevardnadze's assurance last year that Krasnoyarsk didn't violate the ABM treaty.
And just as we did not believe the tendentious claims of the Congressmen and arms-control advocates who visited Krasnoyarsk, we are in no way persuaded by the assent to the tainted-meat theory by a U.S. team of scientists who met with Soviet counterparts in Washington last year.",pronoun,other,other,not_subject,not_non_subject
